time,lat,lon,pr
1953-08-23,22.625,80.625,1.4999999795109034
1953-08-24,22.625,80.625,0.0
1953-08-25,22.625,80.625,9.17500014603138
1953-08-26,22.625,80.625,2.725000023841858
1953-08-27,22.625,80.625,4.975000023841858
1953-08-28,22.625,80.625,4.300000011920929
1953-08-29,22.625,80.625,3.0749999769032
1953-08-30,22.625,80.625,6.100000023841858
1953-08-31,22.625,80.625,2.924999952316284
1953-09-01,22.625,80.625,13.525000035762787
1953-09-02,22.625,80.625,3.8500000536441803
1953-09-03,22.625,80.625,10.274999856948853
1953-09-04,22.625,80.625,0.0
1953-09-05,22.625,80.625,0.5250000059604645
1953-09-06,22.625,80.625,5.7749998811632395
1953-09-07,22.625,80.625,4.150000095367432
1953-09-08,22.625,80.625,5.775000065565109
1953-09-09,22.625,80.625,2.92500002682209
1953-09-10,22.625,80.625,9.0
1953-09-11,22.625,80.625,8.550000190734863
1953-09-12,22.625,80.625,12.450000375509262
1953-09-13,22.625,80.625,9.00000011920929
1953-09-14,22.625,80.625,5.97500005364418
1953-09-15,22.625,80.625,0.7750000022351742
1953-09-16,22.625,80.625,11.149999976158142
1953-09-17,22.625,80.625,1.5749999582767487
1953-09-18,22.625,80.625,0.0
1953-09-19,22.625,80.625,0.0
1953-09-20,22.625,80.625,0.0
1953-09-21,22.625,80.625,0.0
1953-09-22,22.625,80.625,0.0
1953-09-23,22.625,80.625,2.5749999284744263
1953-09-24,22.625,80.625,0.0
1953-09-25,22.625,80.625,2.675000011920929
1953-09-26,22.625,80.625,14.04999989271164
1953-09-27,22.625,80.625,1.0499999821186066
1953-09-28,22.625,80.625,0.6749999970197678
1953-09-29,22.625,80.625,4.300000071525574
1953-09-30,22.625,80.625,0.0
1954-06-01,22.625,80.625,0.0
1954-06-02,22.625,80.625,0.0
1954-06-03,22.625,80.625,6.8500001430511475
1954-06-04,22.625,80.625,0.42499999701976776
1954-06-05,22.625,80.625,1.750000024214387
1954-06-06,22.625,80.625,0.3500000089406967
1954-06-07,22.625,80.625,0.0
1954-06-08,22.625,80.625,3.625
1954-06-09,22.625,80.625,4.024999916553497
1954-06-10,22.625,80.625,15.075000286102295
1954-06-11,22.625,80.625,1.7999999821186066
1954-06-12,22.625,80.625,0.0
1954-06-13,22.625,80.625,2.4000000953674316
1954-06-14,22.625,80.625,0.0
1954-06-15,22.625,80.625,0.0
1954-06-16,22.625,80.625,0.7750000059604645
1954-06-17,22.625,80.625,1.0500000044703484
1954-06-18,22.625,80.625,3.2749999910593033
1954-06-19,22.625,80.625,11.150000154972076
1954-06-20,22.625,80.625,8.925000071525574
1954-06-21,22.625,80.625,9.850000083446503
1954-06-22,22.625,80.625,11.699999809265137
1954-06-23,22.625,80.625,0.0
1954-06-24,22.625,80.625,0.0
1954-06-25,22.625,80.625,0.0
1954-06-26,22.625,80.625,1.9249999895691872
1954-06-27,22.625,80.625,0.07500000298023224
1954-06-28,22.625,80.625,4.174999892711639
1954-06-29,22.625,80.625,2.2249999940395355
1954-06-30,22.625,80.625,1.0500000193715096
1954-07-01,22.625,80.625,5.475000083446503
1954-07-02,22.625,80.625,6.449999988079071
1954-07-03,22.625,80.625,2.125
1954-07-04,22.625,80.625,5.075000047683716
1954-07-05,22.625,80.625,23.57499924302101
1954-07-06,22.625,80.625,17.77500021457672
1954-07-07,22.625,80.625,64.25
1954-07-08,22.625,80.625,20.375
1954-07-09,22.625,80.625,49.52499961853027
1954-07-10,22.625,80.625,22.57499921321869
1954-07-11,22.625,80.625,6.4250001311302185
1954-07-12,22.625,80.625,8.925000071525574
1954-07-13,22.625,80.625,10.199999809265137
1954-07-14,22.625,80.625,11.400000095367432
1954-07-15,22.625,80.625,31.09999990463257
1954-07-16,22.625,80.625,4.249999940395355
1954-07-17,22.625,80.625,2.9499999657273293
1954-07-18,22.625,80.625,4.600000102072954
1954-07-19,22.625,80.625,10.025000214576721
1954-07-20,22.625,80.625,5.275000065565109
1954-07-21,22.625,80.625,13.59999966621399
1954-07-22,22.625,80.625,3.175000011920929
1954-07-23,22.625,80.625,9.225000143051147
1954-07-24,22.625,80.625,6.8500001430511475
1954-07-25,22.625,80.625,1.0750000178813934
1954-07-26,22.625,80.625,1.2000000178813934
1954-07-27,22.625,80.625,4.475000023841858
1954-07-28,22.625,80.625,10.800000131130219
1954-07-29,22.625,80.625,23.924999952316284
1954-07-30,22.625,80.625,9.974999994039536
1954-07-31,22.625,80.625,3.0000000298023224
1954-08-01,22.625,80.625,2.574999988079071
1954-08-02,22.625,80.625,13.075000166893005
1954-08-03,22.625,80.625,3.8000000715255737
1954-08-04,22.625,80.625,2.075000025331974
1954-08-05,22.625,80.625,2.0
1954-08-06,22.625,80.625,8.499999910593033
1954-08-07,22.625,80.625,3.750000052154064
1954-08-08,22.625,80.625,14.024999856948853
1954-08-09,22.625,80.625,21.825000524520874
1954-08-10,22.625,80.625,58.30000114440918
1954-08-11,22.625,80.625,10.475000143051147
1954-08-12,22.625,80.625,19.750000476837158
1954-08-13,22.625,80.625,27.675000190734863
1954-08-14,22.625,80.625,0.9500000029802322
1954-08-15,22.625,80.625,8.500000238418579
1954-08-16,22.625,80.625,2.825000025331974
1954-08-17,22.625,80.625,0.75
1954-08-18,22.625,80.625,15.574999764561653
1954-08-19,22.625,80.625,14.974999882280827
1954-08-20,22.625,80.625,11.525000095367432
1954-08-21,22.625,80.625,32.24999952316284
1954-08-22,22.625,80.625,7.375
1954-08-23,22.625,80.625,16.699999809265137
1954-08-24,22.625,80.625,0.22500000894069672
1954-08-25,22.625,80.625,0.0
1954-08-26,22.625,80.625,0.07500000298023224
1954-08-27,22.625,80.625,0.0
1954-08-28,22.625,80.625,0.30000001192092896
1954-08-29,22.625,80.625,0.8500000089406967
1954-08-30,22.625,80.625,57.124999046325684
1954-08-31,22.625,80.625,8.050000011920929
1954-09-01,22.625,80.625,9.425000071525574
1954-09-02,22.625,80.625,8.349999904632568
1954-09-03,22.625,80.625,3.150000035762787
1954-09-04,22.625,80.625,12.52500033378601
1954-09-05,22.625,80.625,4.900000095367432
1954-09-06,22.625,80.625,3.050000011920929
1954-09-07,22.625,80.625,0.4000000022351742
1954-09-08,22.625,80.625,38.924999713897705
1954-09-09,22.625,80.625,2.400000035762787
1954-09-10,22.625,80.625,1.0750000178813934
1954-09-11,22.625,80.625,2.150000050663948
1954-09-12,22.625,80.625,22.32500010728836
1954-09-13,22.625,80.625,14.924999952316284
1954-09-14,22.625,80.625,6.525000214576721
1954-09-15,22.625,80.625,26.749999523162842
1954-09-16,22.625,80.625,29.624999523162842
1954-09-17,22.625,80.625,2.975000038743019
1954-09-18,22.625,80.625,5.9250001311302185
1954-09-19,22.625,80.625,0.7499999850988388
1954-09-20,22.625,80.625,1.6500000152736902
1954-09-21,22.625,80.625,1.5999999642372131
1954-09-22,22.625,80.625,16.37500023841858
1954-09-23,22.625,80.625,20.600000143051147
1954-09-24,22.625,80.625,0.824999988079071
1954-09-25,22.625,80.625,0.0
1954-09-26,22.625,80.625,9.374999791383743
1954-09-27,22.625,80.625,5.475000023841858
1954-09-28,22.625,80.625,9.999999761581421
1954-09-29,22.625,80.625,1.9999999701976776
1954-09-30,22.625,80.625,1.6250000298023224
1955-06-01,22.625,80.625,0.0
1955-06-02,22.625,80.625,0.0
1955-06-03,22.625,80.625,0.0
1955-06-04,22.625,80.625,0.0
1955-06-05,22.625,80.625,0.0
1955-06-06,22.625,80.625,0.0
1955-06-07,22.625,80.625,0.02500000037252903
1955-06-08,22.625,80.625,0.20000000298023224
1955-06-09,22.625,80.625,1.499999973922968
1955-06-10,22.625,80.625,0.9249999970197678
1955-06-11,22.625,80.625,1.4249999765306711
1955-06-12,22.625,80.625,0.10000000149011612
1955-06-13,22.625,80.625,2.925000060349703
1955-06-14,22.625,80.625,22.00000023841858
1955-06-15,22.625,80.625,2.4249999821186066
1955-06-16,22.625,80.625,3.7249999046325684
1955-06-17,22.625,80.625,27.40000009536743
1955-06-18,22.625,80.625,16.299999713897705
